market_date,period,da_actual,da_pred,rt_actual,rt_pred,spread_actual,spread_pred,spread_probability
2026-06-15,22,387.26,444.6353340148926,349.372,425.3589792251587,-37.88799999999998,-19.276354789733887,0.08543761819601059
2026-06-15,23,435.0,427.4902687072754,361.258,382.7787175178528,-73.74200000000002,-44.71155118942261,0.01906178891658783
2026-06-15,24,424.0,426.8847007751465,361.518,385.49297189712524,-62.48200000000003,-41.39172887802124,0.027569560334086418
2026-06-16,1,458.0,428.571102142334,539.059,372.09732151031494,81.05899999999997,-56.47378063201904,0.027535639703273773
2026-06-16,2,438.25,410.0325164794922,518.029,356.15150451660156,79.779,-53.881011962890625,0.0185571126639843
2026-06-16,3,432.21,389.4907112121582,514.629,346.5759563446045,82.41900000000004,-42.91475486755371,0.012907186523079872
2026-06-16,4,439.0,395.35593032836914,516.556,355.95556926727295,77.55600000000004,-39.40036106109619,0.014455234631896019
2026-06-16,5,456.0,433.313533782959,527.45,405.41182804107666,71.45000000000005,-27.901705741882324,0.0288507342338562
2026-06-16,6,457.0,411.8880977630615,492.891,384.67051124572754,35.89100000000002,-27.217586517333984,0.05694952607154846
2026-06-16,7,329.5,334.23083114624023,184.643,284.8981113433838,-144.857,-49.332719802856445,0.08712160587310791
2026-06-16,8,284.32,293.64759635925293,387.135,224.48237228393555,102.815,-69.16522407531738,0.24870778620243073
2026-06-16,9,265.5,277.6767911911011,250.223,210.73691272735596,-15.276999999999987,-66.93987846374512,0.24520649015903473
2026-06-16,10,143.99,225.7687578201294,373.347,172.93648386001587,229.35699999999997,-52.832273960113525,0.09140605479478836
2026-06-16,11,20.0,152.27057647705078,540.651,56.99577474594116,520.651,-95.27480173110962,0.03906921297311783
2026-06-16,12,0.0,22.874999046325684,315.524,-47.82471942901611,315.524,-70.6997184753418,0.07444030046463013
2026-06-16,13,-30.0,-0.26971435546875,56.218,-24.79262924194336,86.218,-24.52291488647461,0.050313327461481094
2026-06-16,14,-31.0,8.160699367523193,36.401,25.9147310256958,67.40100000000001,17.754031658172607,0.12673218548297882
2026-06-16,15,0.0,22.745777130126953,-75.294,106.32066369056702,-75.294,83.57488656044006,0.3918941617012024
2026-06-16,16,145.5,254.21141505241394,-80.0,326.9854428768158,-225.5,72.77402782440186,0.6224366426467896
2026-06-16,17,314.0,315.03281021118164,168.901,344.35884618759155,-145.099,29.326035976409912,0.6932967305183411
2026-06-16,18,423.7,430.789258480072,499.266,422.0907304286957,75.56600000000003,-8.698528051376343,0.4653032124042511
2026-06-16,19,470.05,476.9156789779663,524.195,536.8071506023407,54.14500000000004,59.89147162437439,0.6813788414001465
2026-06-16,20,460.45,479.72056102752686,472.235,505.9507565498352,11.785000000000025,26.23019552230835,0.449992299079895
2026-06-16,21,440.0,434.03457021713257,411.149,503.0175316333771,-28.851,68.9829614162445,0.7652708292007446
2026-06-16,22,433.77,443.79793763160706,386.038,512.0610401630402,-47.73199999999997,68.2631025314331,0.6756506562232971
2026-06-16,23,440.0,465.73558044433594,437.608,488.9819712638855,-2.391999999999996,23.24639081954956,0.5489987730979919
2026-06-16,24,450.5,459.3194284439087,459.6,479.3591694831848,9.100000000000023,20.039741039276123,0.7795612812042236
2026-06-17,1,487.5,461.9632225036621,519.701,516.3563261032104,32.20100000000002,54.39310359954834,0.8756994605064392
2026-06-17,2,469.35,422.1267738342285,494.701,452.9482932090759,25.351,30.821519374847412,0.8380277156829834
2026-06-17,3,460.0,412.01597690582275,500.579,428.29083609580994,40.57900000000001,16.274859189987183,0.6257281303405762
2026-06-17,4,462.5,410.18024921417236,518.595,407.05885076522827,56.09500000000003,-3.121398448944092,0.28317174315452576
2026-06-17,5,494.2,445.54365730285645,524.467,444.7008271217346,30.266999999999996,-0.8428301811218262,0.42489221692085266
2026-06-17,6,496.9,458.8974723815918,433.381,445.65978956222534,-63.519000000000005,-13.237682819366455,0.5744162201881409
2026-06-17,7,333.5,361.4465732574463,-3.522,388.1796305179596,-337.022,26.733057260513306,0.6923812627792358
2026-06-17,8,384.75,294.919734954834,257.701,361.4514527320862,-127.04899999999998,66.5317177772522,0.7804915308952332
2026-06-17,9,350.0,267.92794609069824,262.809,300.27068042755127,-87.19099999999997,32.34273433685303,0.7370433211326599
